cell,wave,scored_by,tau,record_id,slot,origin,parent_record_id,status,feasible,on_target,valid,converged,failure,pattern,feed,e_core,case_pair,p_feas,acq,exploit,margin,raw_epi,ao_min,ao_max,pred_f_r,act_f_r,pred_cbc_max,act_cbc_max,pred_f_q,act_f_q,pred_cyclen,act_cyclen,pred_ao_abs,act_ao_abs,pred_max_assembly_burnup,act_max_assembly_burnup,pred_max_pin_burnup,act_max_pin_burnup
alsearch_E1_E2_f117_minFE,0,20260721_105824,0.3,e4581cbc98dbf508ecccbe2204c762f097d2956c7ed313e98c5608b52f7504e0,exploit,local,4888de5ded779f32e4aafd7855a9d0aa643051ce58cbf8815a5d3711ce4209ee,converged,False,False,True,True,,F:E1:0|S:1:M:10:2|S:1:R:12:2|S:1:K:12:2|S:1:T:11:2|S:1:M:17:2|F:E1:0|F:E1:0|F:E2:0|S:1:M:10:1|F:E2:0|F:E2:0|F:E2:0|F:E2:0|S:1:L:15:2|S:1:N:10:2|F:E2:0|S:1:T:9:2|S:1:R:12:1|S:1:S:10:2|S:1:N:11:2|F:E2:0|F:E2:0|S:1:N:15:2|F:E1:0|S:1:R:9:2|F:E2:0|S:1:K:12:1|F:E2:0|S:1:R:14:2|S:1:K:15:2|S:1:T:12:2|S:1:M:11:2|F:E1:0|S:1:K:17:2|F:E2:0|S:1:T:11:1|S:1:S:13:2|S:1:P:14:2|S:1:P:15:2|S:1:N:14:2|S:1:T:10:2|F:E1:0|F:E1:0|S:1:M:17:1|F:E2:0|S:1:K:10:2|S:1:R:11:2|F:E1:0|F:E1:0|F:E2:0|S:1:M:16:2|F:E1:0|F:E1:0|F:E2:0|S:1:K:14:2|F:E1:0|F:E1:0|F:E2:0|F:E1:0|S:1:N:9:2|S:1:R:15:2|F:E1:0|S:1:L:10:2|S:1:R:13:2|F:E2:0|F:E1:0|S:1:S:9:2|F:E2:0,117,5.0,E1_E2,0.0022,0.0022,-1266812793.0662,-20.3167,12.2059,-0.0389,0.0101,1.7366,1.6875,1280.7342,1274.9,2.0073,2.0807,615.1336,616.656,0.0316,0.0389,63.1311,63.514,76.5988,
alsearch_E1_E2_f121_minFE,3,champion_wave_01,0.3,bee5abe49739c1a16bd5184bd92a25412ba38890c3865e71bb7c54d65c28fb3a,control,elite,4a2d8cec310cf3e3a9a20e689f7378a27f03c8e7866d36d6ba84b4066f9383bd,converged,False,False,True,True,,F:E1:0|F:E2:0|S:1:L:11:2|S:1:L:14:2|S:1:R:15:2|S:1:M:13:2|F:E2:0|F:E1:0|F:E1:0|F:E2:0|F:E2:0|S:1:N:10:2|S:1:S:9:2|F:E1:0|S:1:T:11:2|S:1:T:9:2|S:1:R:12:2|F:E1:0|S:1:L:11:1|S:1:S:12:2|F:E1:0|F:E2:0|F:E2:0|S:1:M:11:2|F:E2:0|S:1:M:15:2|F:E2:0|S:1:L:14:1|S:1:K:15:2|S:1:K:13:2|F:E1:0|S:1:N:15:2|S:1:N:13:2|F:E2:0|F:E1:0|S:1:M:17:2|S:1:R:15:1|F:E1:0|F:E2:0|F:E2:0|F:E2:0|S:1:N:11:2|S:1:K:9:2|S:1:M:14:2|S:1:M:13:1|S:1:L:16:2|F:E1:0|F:E1:0|F:E1:0|S:1:R:9:2|F:E1:0|F:E1:0|F:E2:0|F:E1:0|S:1:K:10:2|F:E2:0|F:E1:0|S:1:R:14:2|F:E2:0|F:E1:0|S:1:R:11:2|F:E1:0|S:1:T:10:2|S:1:N:14:2|S:1:S:14:2|F:E1:0|S:1:M:12:2|S:1:L:13:2|F:E1:0,121,5.0,E1_E2,0.0,0.0,-1316328597.0296,-21.7382,26.8945,-0.0528,0.0408,1.7593,1.9453,1331.025,1348.66,2.2809,2.5725,631.83,626.759,0.0499,0.0528,63.1125,62.355,71.813,
alsearch_E1_E2_f121_minFE,4,champion_wave_01,0.3,63dca88acd19fff061edc86c5a2d9894a15f851310fb017831b1e520bbf76cdd,exploit,local,b17bea4d1209af45f95f76e1ce038ac3ee4df2718bfadc36f978c2668c0296b8,converged,False,False,True,True,,F:E1:0|S:1:N:9:2|F:E2:0|S:1:M:11:2|F:E2:0|F:E2:0|F:E2:0|S:1:L:13:2|S:1:P:12:2|S:1:N:9:1|S:1:S:11:2|S:1:P:14:2|S:1:R:12:2|S:1:K:16:2|S:1:L:11:2|F:E2:0|S:1:R:10:2|F:E2:0|F:E2:0|S:1:P:9:2|F:E2:0|F:E2:0|S:1:S:13:2|S:1:K:12:2|S:1:S:12:2|F:E2:0|F:E1:0|S:1:M:11:1|F:E2:0|S:1:R:13:2|S:1:M:14:2|S:1:R:14:2|F:E1:0|F:E2:0|F:E1:0|S:1:M:16:2|F:E2:0|S:1:R:9:2|F:E2:0|S:1:T:11:2|F:E2:0|S:1:K:14:2|F:E1:0|F:E2:0|F:E2:0|F:E1:0|S:1:P:15:2|F:E2:0|S:1:M:17:2|F:E2:0|F:E2:0|S:1:R:15:2|F:E2:0|S:1:T:10:2|S:1:N:13:2|F:E1:0|S:1:L:16:2|F:E1:0|F:E1:0|S:1:L:13:1|F:E1:0|F:E2:0|F:E2:0|S:1:M:15:2|S:1:L:9:2|S:1:P:12:1|F:E2:0|S:1:K:17:2|F:E1:0,121,5.0,E1_E2,0.4916,0.4916,-844472487.8174,-0.8701,37.2418,-0.0385,0.0098,1.5507,1.6867,1224.4541,1248.92,1.955,2.091,631.5959,630.394,0.0353,0.0385,60.7055,60.83,71.2539,
alsearch_E1_E2_f121_minFE,4,champion_wave_01,0.3,7bdaf926d38a17ad3f6866cf64d8b94cbfad1d22dbdf7d1cc9b3b0f791d2ead9,exploit,local,a30ee13349a5f968168f84c76580cf8e1e23bda5e61ff8876806a79138a8aafc,converged,False,False,True,True,,F:E1:0|F:E2:0|S:1:M:11:2|F:E2:0|F:E1:0|S:1:N:13:2|S:1:S:11:2|F:E1:0|F:E1:0|F:E2:0|S:1:K:13:2|F:E1:0|F:E2:0|S:1:R:12:2|S:1:M:14:2|F:E2:0|F:E2:0|S:1:P:14:2|S:1:M:11:1|S:1:M:10:2|S:1:L:17:2|F:E2:0|S:1:L:12:2|S:1:R:14:2|F:E1:0|F:E1:0|S:1:N:9:2|F:E2:0|S:1:T:9:2|F:E2:0|F:E2:0|S:1:S:9:2|S:1:M:9:2|F:E2:0|S:1:R:13:2|S:1:P:13:2|F:E1:0|F:E2:0|S:1:K:16:2|S:1:L:14:2|F:E2:0|F:E1:0|F:E2:0|F:E1:0|S:1:N:13:1|S:1:P:15:2|F:E2:0|F:E1:0|S:1:R:15:2|F:E1:0|F:E1:0|S:1:L:10:2|S:1:S:11:1|S:1:R:11:2|S:1:L:16:2|S:1:S:13:2|S:1:M:12:2|F:E1:0|F:E1:0|F:E1:0|F:E2:0|F:E1:0|S:1:M:17:2|S:1:K:9:2|S:1:R:10:2|F:E1:0|S:1:S:10:2|F:E1:0|F:E2:0,121,5.0,E1_E2,0.25,0.25,-854420347.9703,-2.9741,38.39,-0.0369,0.0061,1.5717,1.8059,1283.7666,1339.06,2.0057,2.2991,636.683,641.655,0.0364,0.0369,61.1608,59.699,70.93,
alsearch_E1_E2_f121_minFE,4,champion_wave_01,0.3,809a68a8e701652b6bb5e9afb9a057f34262b239701e5f668df4067384cd82c8,exploit,local,895969439937fc30dabaaadd461a04b1c7bfced9f3148bb335300086bfad0bdd,converged,False,False,True,True,,F:E2:0|F:E2:0|S:1:L:10:2|F:E2:0|F:E1:0|S:1:N:13:2|S:1:S:11:2|F:E1:0|F:E1:0|F:E2:0|S:1:K:13:2|F:E1:0|F:E2:0|S:1:R:12:2|S:1:M:14:2|F:E2:0|F:E2:0|S:1:P:14:2|S:1:L:10:1|S:1:P:13:2|S:1:L:17:2|F:E2:0|S:1:T:12:2|S:1:R:14:2|F:E1:0|F:E1:0|S:1:R:13:2|F:E2:0|S:1:T:9:2|S:1:M:10:2|F:E2:0|S:1:S:9:2|S:1:M:9:2|F:E2:0|S:1:L:14:2|F:E2:0|F:E1:0|F:E2:0|S:1:K:16:2|S:1:N:9:2|F:E2:0|F:E1:0|F:E2:0|F:E1:0|S:1:N:13:1|S:1:P:15:2|F:E2:0|F:E1:0|S:1:R:15:2|F:E1:0|F:E1:0|S:1:M:11:2|S:1:S:11:1|S:1:R:11:2|S:1:L:16:2|S:1:S:13:2|S:1:M:12:2|F:E1:0|F:E1:0|F:E1:0|F:E2:0|F:E1:0|S:1:M:17:2|S:1:K:9:2|S:1:R:10:2|F:E1:0|S:1:S:10:2|F:E1:0|F:E2:0,121,5.0,E1_E2,0.2165,0.2165,-855491102.2911,-3.3265,46.9748,-0.0373,0.0062,1.5752,1.7683,1292.0934,1331.71,2.0034,2.2307,633.8892,639.329,0.0352,0.0373,61.2439,59.439,70.916,
alsearch_E1_E2_f121_minFE,4,champion_wave_01,0.3,22897c1989cd68193da13ebc5365b687eaddaee29b6d298be65dd1918cdbaeb5,exploit,local,8005296e16a99ece2ba207445d2d019582f2291d83f6b87a75a3c57374ccc6f3,converged,False,False,True,True,,F:E2:0|F:E2:0|S:1:L:10:2|F:E2:0|F:E1:0|S:1:N:13:2|S:1:L:14:2|F:E1:0|F:E1:0|F:E2:0|S:1:K:13:2|F:E1:0|F:E2:0|S:1:R:12:2|S:1:M:14:2|F:E2:0|F:E2:0|S:1:P:14:2|S:1:L:10:1|F:E2:0|S:1:R:11:2|F:E2:0|S:1:K:11:2|S:1:S:11:2|F:E1:0|F:E1:0|S:1:N:9:2|F:E2:0|S:1:T:9:2|S:1:M:10:2|F:E2:0|S:1:S:9:2|S:1:M:9:2|F:E2:0|S:1:R:14:2|S:1:P:13:2|F:E1:0|F:E2:0|S:1:K:16:2|S:1:R:13:2|F:E2:0|F:E1:0|F:E2:0|F:E1:0|S:1:N:13:1|S:1:P:15:2|F:E2:0|F:E1:0|S:1:R:15:2|F:E1:0|F:E1:0|S:1:M:11:2|S:1:L:14:1|S:1:L:17:2|S:1:L:16:2|S:1:S:13:2|S:1:M:12:2|F:E2:0|F:E1:0|F:E1:0|F:E2:0|F:E1:0|S:1:M:17:2|S:1:K:9:2|S:1:R:10:2|F:E1:0|S:1:S:10:2|F:E1:0|F:E2:0,121,5.0,E1_E2,0.2231,0.2231,-855678309.7951,-3.2544,33.7962,-0.0394,0.0099,1.5745,1.7121,1263.0075,1310.54,2.0146,2.1628,635.5874,640.095,0.0376,0.0394,61.6297,60.932,71.0798,
alsearch_E1_E2_f121_minFE,4,champion_wave_01,0.3,a92a61a2e9968ecf4d293ebfcc7b7e44e84ef50177d998f57224feb6c260ff09,exploit,local,2452676519c299235c31d566129bb360138ba85e0339e1fb45fa3670bf1711e2,converged,False,False,True,True,,F:E1:0|S:1:K:10:2|F:E1:0|S:1:N:11:2|S:1:L:13:2|F:E2:0|S:1:R:14:2|S:1:L:16:2|F:E1:0|S:1:K:10:1|F:E2:0|F:E2:0|F:E2:0|S:1:P:9:2|S:1:M:10:2|F:E1:0|F:E1:0|S:1:P:16:2|F:E1:0|S:1:M:14:2|S:1:L:9:2|F:E2:0|F:E1:0|S:1:P:12:2|S:1:N:15:2|S:1:M:15:2|F:E2:0|S:1:N:11:1|F:E2:0|S:1:T:9:2|S:1:R:10:2|S:1:L:14:2|F:E1:0|F:E2:0|S:1:S:13:2|S:1:P:15:2|S:1:L:13:1|S:1:L:10:2|F:E2:0|S:1:M:11:2|F:E2:0|S:1:T:11:2|F:E2:0|F:E2:0|F:E2:0|S:1:R:13:2|F:E1:0|F:E2:0|S:1:N:13:2|S:1:N:16:2|F:E1:0|S:1:M:16:2|S:1:R:14:1|S:1:L:17:2|S:1:K:12:2|F:E2:0|F:E1:0|F:E2:0|S:1:S:10:2|S:1:L:16:1|F:E2:0|F:E2:0|F:E1:0|F:E2:0|F:E1:0|F:E1:0|S:1:K:16:2|F:E1:0|S:1:R:12:2,121,5.0,E1_E2,0.2019,0.2019,-855736476.8848,-3.4897,23.902,-0.0363,0.0064,1.5769,1.7047,1237.5053,1261.7,1.9961,2.1298,630.9703,631.849,0.0338,0.0363,62.9016,59.478,73.5274,
alsearch_E1_E2_f121_minFE,4,champion_wave_01,0.3,54ca700ce395da1b47bb518b8640ff757139e9baca399bdebbf06c6766a663dd,explore,local,70c6368bbf124517c3c8dc4500da5b497cabb4a1bfed23473b010a2fcb607cde,converged,False,False,True,True,,F:E1:0|S:1:R:12:2|F:E2:0|S:1:L:10:2|F:E2:0|F:E1:0|S:1:N:16:2|F:E1:0|S:1:M:11:2|S:1:R:12:1|F:E2:0|F:E2:0|S:1:S:12:2|F:E2:0|S:1:R:13:2|S:1:N:15:2|S:1:K:10:2|S:1:T:11:2|F:E2:0|S:1:T:12:2|S:1:L:14:2|F:E2:0|S:1:K:16:2|F:E1:0|S:1:P:15:2|F:E2:0|F:E2:0|S:1:L:10:1|S:1:L:9:2|S:1:M:17:2|S:1:P:11:2|S:1:M:13:2|S:1:P:14:2|F:E1:0|F:E2:0|F:E1:0|F:E2:0|S:1:K:17:2|S:1:P:13:2|F:E1:0|S:1:S:14:2|F:E2:0|F:E1:0|S:1:P:9:2|F:E1:0|S:1:S:11:2|F:E1:0|S:1:S:9:2|F:E1:0|F:E1:0|F:E1:0|F:E2:0|S:1:N:16:1|S:1:N:10:2|S:1:M:15:2|F:E1:0|F:E2:0|F:E2:0|S:1:N:9:2|F:E1:0|F:E1:0|S:1:R:14:2|S:1:L:17:2|F:E2:0|S:1:N:14:2|S:1:M:11:1|F:E1:0|F:E2:0|F:E2:0,121,5.0,E1_E2,0.1834,0.1834,-857786004.7463,-3.7081,41.6401,-0.0312,0.0045,1.579,1.7358,1295.8471,1367.46,2.0055,2.1854,632.7155,633.022,0.0337,0.0312,60.9788,58.754,70.4698,
alsearch_E1_E2_f121_minFE,4,champion_wave_01,0.3,187ffee1429e43f055233bde4dd81eee95030a8adf5ed840aad48f5bfa25d972,explore,local,0c44de15f94e1d75c6000118aead184385fcb9e09349612fee6dbe56855a29f0,converged,False,False,True,True,,F:E1:0|F:E2:0|S:1:K:11:2|F:E2:0|F:E1:0|S:1:N:13:2|S:1:S:11:2|F:E1:0|F:E1:0|F:E2:0|S:1:K:13:2|F:E1:0|F:E2:0|S:1:P:14:2|S:1:R:14:2|F:E2:0|F:E2:0|S:1:R:12:2|S:1:K:11:1|F:E2:0|S:1:L:17:2|F:E2:0|S:1:L:10:2|S:1:T:9:2|F:E1:0|F:E1:0|S:1:N:9:2|F:E2:0|S:1:M:14:2|S:1:M:10:2|F:E2:0|S:1:S:9:2|S:1:M:9:2|F:E2:0|S:1:L:14:2|S:1:P:13:2|F:E1:0|F:E2:0|S:1:K:16:2|S:1:R:13:2|F:E2:0|F:E1:0|F:E2:0|F:E1:0|S:1:N:13:1|S:1:P:15:2|F:E2:0|F:E1:0|S:1:R:15:2|F:E1:0|F:E1:0|S:1:M:11:2|S:1:S:11:1|S:1:R:11:2|S:1:L:16:2|S:1:S:13:2|S:1:M:12:2|F:E1:0|F:E1:0|F:E1:0|F:E1:0|F:E1:0|S:1:M:17:2|S:1:K:9:2|S:1:R:10:2|F:E1:0|S:1:S:10:2|F:E2:0|F:E2:0,121,5.0,E1_E2,0.1604,0.1604,-861563366.5854,-3.9992,38.3412,-0.0368,0.0091,1.5819,1.8768,1291.3164,1328.11,2.011,2.3823,636.6718,640.137,0.0363,0.0368,61.356,60.001,70.7786,
alsearch_E1_E2_f121_minFE,4,champion_wave_01,0.3,ca925b4d1f254a9873d09b4dd63d6fe9cd1f6d98a8e4606bfc39b2af85a47a18,control,elite,9a6c154e9e68337e3c554601b1b653a270e690621cb3230ceb6f09d50f0c677f,converged,False,False,True,True,,F:E1:0|S:1:P:11:2|F:E2:0|F:E2:0|S:1:M:13:2|F:E2:0|S:1:M:15:2|S:1:K:13:2|F:E1:0|S:1:P:11:1|F:E1:0|F:E1:0|S:1:L:14:2|F:E2:0|F:E2:0|F:E2:0|F:E1:0|S:1:P:10:2|F:E2:0|S:1:R:13:2|F:E1:0|F:E1:0|S:1:P:16:2|F:E2:0|F:E1:0|F:E2:0|S:1:N:13:2|F:E2:0|S:1:N:12:2|S:1:T:9:2|S:1:R:10:2|F:E2:0|F:E2:0|S:1:L:17:2|F:E2:0|S:1:P:9:2|S:1:M:13:1|F:E2:0|S:1:L:9:2|F:E2:0|F:E1:0|S:1:P:15:2|F:E2:0|S:1:K:10:2|F:E2:0|S:1:R:15:2|F:E2:0|S:1:M:11:2|S:1:S:10:2|S:1:L:11:2|S:1:L:10:2|S:1:R:11:2|S:1:M:15:1|S:1:S:12:2|F:E2:0|F:E1:0|S:1:M:9:2|F:E2:0|F:E1:0|S:1:K:13:1|S:1:L:15:2|S:1:S:11:2|S:1:N:10:2|S:1:K:17:2|F:E1:0|F:E1:0|F:E2:0|F:E2:0|S:1:P:12:2,121,5.0,E1_E2,0.0,0.0,-2656823517.8999,-42.4494,34.2988,-0.0543,0.0478,1.9664,2.3121,1278.3583,1332.52,2.5594,3.0507,624.0829,625.337,0.0494,0.0543,63.4299,65.691,73.0358,
alsearch_E1_E2_f125_minFE,0,20260721_105824,0.3,bec2cd7d9c0c921ebba8b63e3918acf5a5891aff1a490ce5dc7ca63920c7a321,exploit,local,37124dae6bf73c56172e672423a1ffe3f1a5ff6e4a1b8d6040cc1c91bd480694,converged,False,False,True,True,,F:E1:0|S:1:L:13:2|F:E2:0|S:1:M:17:2|S:1:P:12:2|S:1:N:15:2|S:1:K:17:2|S:1:T:10:2|S:1:P:13:2|S:1:L:13:1|F:E2:0|S:1:P:15:2|F:E2:0|S:1:R:13:2|S:1:K:14:2|S:1:M:15:2|F:E1:0|F:E2:0|F:E2:0|S:1:N:11:2|S:1:L:17:2|S:1:M:10:2|F:E2:0|F:E2:0|F:E2:0|F:E2:0|F:E2:0|S:1:M:17:1|S:1:R:14:2|F:E2:0|S:1:P:11:2|S:1:T:11:2|F:E1:0|S:1:K:15:2|F:E1:0|S:1:S:12:2|S:1:P:12:1|S:1:K:10:2|F:E1:0|S:1:L:12:2|S:1:L:15:2|F:E1:0|F:E1:0|S:1:M:14:2|S:1:N:15:1|F:E2:0|S:1:R:11:2|F:E1:0|S:1:M:16:2|S:1:S:11:2|F:E2:0|S:1:L:9:2|S:1:K:17:1|F:E2:0|F:E2:0|F:E1:0|F:E2:0|F:E2:0|F:E1:0|S:1:T:10:1|S:1:S:10:2|S:1:N:16:2|F:E1:0|F:E2:0|F:E1:0|S:1:P:13:1|F:E1:0|F:E2:0|F:E2:0,125,5.0,E1_E2,0.0,0.0,-1293858886.5966,-21.1325,54.1464,-0.0318,0.0021,1.7533,1.7157,1298.0112,1280.45,2.0346,2.1834,639.8832,632.841,0.0368,0.0318,61.1496,58.119,68.8895,
alsearch_E1_E2_f125_minFE,0,20260721_105824,0.3,40ef7ad7a45209ba8a7b5619f4e73fd4ab2269b90d11908d78379c780d344297,exploit,local,c2632e7d74085b38b9bed47a63ce3147686b3c6d14b1189c7d49006fc6c6b4cd,converged,False,False,True,True,,F:E1:0|F:E2:0|S:1:L:13:2|S:1:K:11:2|F:E2:0|S:1:T:11:2|S:1:P:16:2|F:E2:0|F:E2:0|F:E2:0|S:1:K:9:2|S:1:M:10:2|F:E2:0|S:1:L:11:2|S:1:K:17:2|F:E2:0|S:1:S:9:2|F:E1:0|S:1:L:13:1|F:E2:0|F:E1:0|F:E2:0|S:1:R:12:2|S:1:S:14:2|F:E1:0|S:1:R:11:2|F:E2:0|S:1:K:11:1|S:1:P:12:2|S:1:N:9:2|S:1:R:10:2|S:1:P:13:2|F:E2:0|F:E2:0|S:1:P:15:2|S:1:L:15:2|F:E2:0|S:1:N:15:2|F:E1:0|F:E1:0|S:1:R:13:2|F:E2:0|F:E1:0|F:E2:0|S:1:T:11:1|S:1:M:11:2|S:1:T:10:2|S:1:L:17:2|S:1:M:15:2|S:1:R:14:2|F:E2:0|F:E1:0|S:1:P:16:1|F:E1:0|F:E2:0|F:E1:0|F:E2:0|F:E1:0|F:E1:0|F:E2:0|F:E2:0|S:1:R:15:2|S:1:T:9:2|S:1:K:16:2|F:E2:0|F:E2:0|F:E2:0|F:E2:0|S:1:M:13:2,125,5.0,E1_E2,0.0,0.0,-1325846582.0399,-21.9067,53.4996,-0.0244,0.0073,1.761,1.822,1291.3341,1318.96,2.058,2.3471,637.4436,641.758,0.0344,0.0244,61.4484,58.021,68.1149,
alsearch_E1_E2_f125_minFE,0,20260721_105824,0.3,c2632e7d74085b38b9bed47a63ce3147686b3c6d14b1189c7d49006fc6c6b4cd,exploit,local,8ac3d7411e26fd101511d6c90805f9a49512cd5b0355012d16deea9fe84118d2,converged,False,False,True,True,,F:E1:0|F:E2:0|S:1:L:13:2|S:1:K:11:2|F:E2:0|S:1:T:11:2|S:1:P:16:2|F:E2:0|S:1:P:13:2|F:E2:0|S:1:K:9:2|S:1:M:10:2|F:E2:0|S:1:L:11:2|S:1:K:17:2|F:E2:0|S:1:S:9:2|F:E1:0|S:1:L:13:1|F:E2:0|F:E1:0|F:E2:0|S:1:R:12:2|S:1:S:14:2|F:E1:0|S:1:R:11:2|F:E2:0|S:1:K:11:1|S:1:P:12:2|S:1:N:9:2|S:1:R:10:2|F:E2:0|F:E2:0|F:E2:0|S:1:P:15:2|S:1:L:15:2|F:E2:0|S:1:N:15:2|F:E1:0|F:E1:0|S:1:R:13:2|F:E2:0|F:E1:0|F:E2:0|S:1:T:11:1|S:1:M:11:2|S:1:T:10:2|S:1:L:17:2|S:1:M:15:2|S:1:R:14:2|F:E2:0|F:E1:0|S:1:P:16:1|F:E1:0|F:E2:0|F:E1:0|F:E2:0|F:E1:0|F:E1:0|F:E2:0|F:E2:0|S:1:R:15:2|S:1:N:12:2|S:1:K:16:2|F:E2:0|S:1:P:13:1|F:E2:0|F:E2:0|S:1:M:13:2,125,5.0,E1_E2,0.0,0.0,-1391382859.6712,-23.3509,54.2366,-0.0282,0.015,1.7755,1.8309,1289.53,1311.81,2.0759,2.3621,637.7882,642.013,0.0352,0.0282,61.8439,58.725,68.4862,
alsearch_E1_E2_f125_minFE,0,20260721_105824,0.3,d8e5904e8766cf9dfd5c1fa42ff605b320c0442c21961030330e5c1b1b768f8f,exploit,local,48a271ff6b8563bf3998f61ad9d26231c79bc6086e66acb5f7c208803a91b190,converged,False,False,True,True,,F:E1:0|S:1:K:12:2|F:E1:0|S:1:L:9:2|F:E2:0|S:1:R:12:2|S:1:K:14:2|S:1:M:17:2|F:E1:0|S:1:K:12:1|F:E2:0|S:1:P:12:2|F:E2:0|F:E1:0|F:E2:0|F:E2:0|F:E1:0|F:E1:0|F:E1:0|S:1:K:10:2|S:1:K:15:2|S:1:N:10:2|S:1:T:9:2|S:1:M:10:2|S:1:N:13:2|S:1:S:13:2|F:E2:0|S:1:L:9:1|F:E1:0|S:1:N:9:2|S:1:N:16:2|S:1:M:14:2|F:E2:0|F:E2:0|F:E1:0|F:E2:0|F:E2:0|S:1:L:16:2|F:E2:0|S:1:L:13:2|F:E2:0|F:E1:0|F:E2:0|F:E1:0|S:1:R:12:1|F:E2:0|S:1:T:12:2|F:E1:0|S:1:L:17:2|S:1:R:13:2|F:E1:0|S:1:T:10:2|S:1:K:14:1|F:E1:0|S:1:S:12:2|S:1:N:15:2|F:E2:0|F:E1:0|S:1:S:10:2|S:1:M:17:1|S:1:T:11:2|F:E1:0|S:1:R:14:2|F:E2:0|S:1:P:13:2|F:E1:0|S:1:P:15:2|F:E2:0|F:E1:0,125,5.0,E1_E2,0.0,0.0,-1414356060.0591,-23.7956,48.1557,-0.0315,0.0127,1.7799,1.6567,1339.4348,1327.31,2.0591,2.0924,641.2453,644.465,0.0355,0.0315,60.6412,58.699,67.379,
alsearch_E1_E2_f125_minFE,0,20260721_105824,0.3,a0cd4ddbf31d21efa71d396f9fcbecacecf20675bc31558a1d20f008ac3ecf3a,exploit,local,52f535bfdf4beba5f438b7041d84bb2a01b60d424b6db20abc91141a2f49be2b,converged,False,False,True,True,,F:E1:0|S:1:N:10:2|F:E2:0|F:E2:0|F:E2:0|F:E1:0|S:1:L:9:2|F:E1:0|F:E2:0|S:1:N:10:1|S:1:K:11:2|S:1:R:10:2|S:1:T:9:2|F:E2:0|S:1:M:14:2|F:E1:0|F:E2:0|F:E1:0|F:E2:0|F:E2:0|F:E2:0|S:1:L:13:2|F:E2:0|S:1:L:12:2|S:1:L:15:2|F:E2:0|S:1:L:11:2|F:E2:0|S:1:R:12:2|F:E2:0|S:1:S:10:2|S:1:N:13:2|S:1:T:10:2|F:E1:0|F:E1:0|S:1:M:9:2|F:E2:0|S:1:L:17:2|F:E2:0|F:E1:0|F:E2:0|S:1:P:14:2|F:E2:0|S:1:K:16:2|F:E1:0|S:1:N:9:2|S:1:M:13:2|F:E2:0|S:1:K:15:2|F:E1:0|S:1:N:11:2|F:E1:0|S:1:L:9:1|F:E2:0|F:E2:0|F:E2:0|S:1:S:14:2|S:1:S:12:2|S:1:M:17:2|F:E1:0|F:E2:0|F:E1:0|S:1:M:15:2|S:1:L:16:2|S:1:S:11:2|F:E2:0|S:1:S:9:2|F:E1:0|F:E1:0,125,5.0,E1_E2,0.0,0.0,-1444444514.567,-24.4171,56.6085,-0.0458,0.0203,1.7861,1.6821,1263.5148,1227.45,2.084,2.1261,641.437,642.376,0.0414,0.0458,61.7951,61.283,68.7074,
alsearch_E1_E2_f125_minFE,0,20260721_105824,0.3,bdecbfbc9c7187e35d6b82184836062ba6d9e1fbc9aede0f36943971be5d2f16,explore,elite,c0482d80081ed7a3ec3b761cc7fad9236db10452ea5fe024ec231f72fb38f87c,converged,False,False,True,True,,F:E1:0|S:1:R:15:2|F:E1:0|S:1:R:12:2|S:1:R:9:2|S:1:P:12:2|F:E1:0|F:E2:0|F:E1:0|S:1:R:15:1|F:E1:0|S:1:P:14:2|F:E1:0|S:1:L:11:2|F:E2:0|F:E1:0|F:E1:0|F:E1:0|F:E1:0|F:E1:0|F:E2:0|S:1:K:13:2|S:1:N:14:2|S:1:T:10:2|F:E2:0|S:1:P:10:2|S:1:L:14:2|S:1:R:12:1|F:E1:0|F:E1:0|S:1:R:13:2|S:1:T:9:2|F:E2:0|F:E2:0|S:1:M:10:2|S:1:L:17:2|S:1:R:9:1|F:E1:0|S:1:N:15:2|S:1:N:16:2|F:E1:0|S:1:K:17:2|F:E2:0|F:E2:0|S:1:P:12:1|S:1:S:9:2|F:E1:0|S:1:R:11:2|F:E2:0|F:E1:0|S:1:K:10:2|S:1:K:12:2|F:E1:0|S:1:K:11:2|S:1:S:10:2|S:1:M:17:2|F:E1:0|S:1:R:10:2|F:E1:0|F:E2:0|F:E1:0|S:1:L:12:2|S:1:S:13:2|F:E2:0|S:1:K:16:2|F:E1:0|F:E1:0|F:E2:0|F:E1:0,125,5.0,E1_E2,0.0,0.0,-42420082271.4826,-200.6395,111.6451,-0.0454,0.0452,3.5207,4.1511,1535.3382,1584.34,4.1973,6.3573,646.0833,646.365,0.0326,0.0454,64.3032,61.935,72.2961,
